id,operator
2288,Robin Kling
2289,Georg Lederer
2290,Gemeinde Bichl
2291,Michael Oberhuber
2292,Gemeinde Litzendorf
2293,PEGO - Pegnitzenergie GmbH
2294,Cleantech Innovation Park GmbH
2295,IPV Verwaltungs GmbH
2296,CHROFF Kunststofftechnik GmbH
2297,Matthias Groh
2298,Kastner Grundstücks GmbH &. Co Kg
2299,Landkreis Bamberg
2300,Kastner Grundstücks GmbH & Co.KG
2301,Stadtwerke Forchheim GmbH
2302,Franz Veit GmbH
2303,Wiemann Joachim
2304,Charge and Co GmbH
2305,Jürgen Pfohlmann
2306,Wilhelm Stahler
2307,Autohaus Maier GmbH & Co.KG
2308,Gemeindeverwaltung Stegaurach
2309,Markt Burgebrach
2310,Thomann GmbH
2311,Ulrich Vogt
2312,Autohaus Spörlein
2313,Ludwig elektro- und netzwerktechnik GmbH & Co KG
2314,Hotel Vierjahreszeiten Haderlein GmbH
2315,Jens Seidel
2316,Jan Lohbreier
2317,Julian  Rost
2318,Robert Schleuppner
2319,Melanie & Michael Dorn
2320,Gemeinde Lisberg
2321,Roland Bleil
2322,Johannes Bauer
2323,Bastian Limpert
2324,Thorsten Müller
2325,Gemeinde Schönbrunn i. Steigerwald
2326,Roland Buckreus
2327,Stefan Pfister
2328,R+V Generalagentur Meyer
2329,Solar Fraunholz
2330,Wedlich Service Gruppe GmbH & Co. KG
2331,Jakob Immobilien GmbH& Co KG
2332,Pross & Schick GmbH
2333,Schneidermarkt GmbH & Co.KG
2334,Martina Ott
2335,Heu-Tom GmbH
2336,Friedrich Hartmann GmbH
2337,"Auto Heser e.K., Inh. Claudia Schöbel"
2338,Richter R&W GmbH
2339,Gasthof Deutscher Adler Johann Puchtler e.K.
2340,Sachverständigenbüro König (Einzelunternehmen)
2341,Steffens GmbH
2342,Sonnenbatterie Center Franken GmbH
2343,Auto-Müller GmbH
2344,Lamminger oHG
2345,Autohaus Lamminger oHG
2346,KFZ Langwieder (Einzelfirma)
2347,F-T-F GmbH & Co. Kg
2348,Hotel Gasthof Moosleitner
2349,Stadt Freilassing
2350,ACE Handels- & Entwicklungs GmbH
2351,Autohaus Walch GmbH
2352,Otto Marx GmbH
2353,Landkreis Berchtesgadener Land
2354,Ruperti-Hotel GmbH & Co.KG
2355,Energie Kraft Technik GmbH
2356,Sparkasse Berchtesgadener Land
2357,Sebastian Oswald
2358,WISTA Informationstechnologie GmbH
2359,Wohnstift Mozart
2360,Landratsamt Berchtesgadener Land
2361,Stadtwerke Bad Reichenhall KU
2362,Autohaus Huber GmbH & Co. KG
2363,Autohaus Bachfrieder GmbH & Co. KG
2364,Gemeinde Piding
2365,MOON POWER Deutschland GmbH
2366,Lerach Immobilien GmbH & Co.KG
2367,Färber Hotelbetriebs GmbH
2368,Verein Bayerisches Feuerwehrerholungsheim e.V.
2369,Stromversorgung Inzell eG
2370,Hotel Gasthof Mauthäusl
2371,Stiftung BSW
2372,BK Benzin-Kontor AG
2373,Benischke GmbH & Co. KG
2374,Autohaus Brandner GmbH & Co. KG
2375,Buchwinkler GmbH & Co. KG Volkswagen Händler
2376,illwerke vkw AG
2377,Watzmann Natur Energie GmbH
2378,Schmidt Christoph und Olga GbR
2379,Anton Seidler
2380,Autohaus Köppl GmbH & Co. KG
2381,Autohaus Moderegger GmbH
2382,eWohnbauwerk
2383,KnallerbsenHof
2384,Maximilian Stöckl
2385,Sparkasse im Landkreis Cham
2386,SemsoTec Engineering und Products GmbH
2387,Ludwig Griesbeck Kraftfahrzeuge GmbH&Co.KG
2388,Autohaus Pömmerl GmbH & Co. KG
2389,Wolfgang Müller
2390,Stadtwerke Cham GmbH
2391,Margit Schlaghaufer
2392,EZO Immobilienbeteiligung und -verwaltung GmbH & Co. KG
2393,Vögl GmbH & Co. Cham KG
2394,HKR GmbH & Co. KG
2395,Auto Leitz GmbH
2396,Autohaus Silberbauer e.K.
2397,Florian Loistl
2398,Bad Kötztinger Bärwurz-Quelle e.K.
2399,Stadtwerke Waldmünchen Eigenbetrieb
2400,Crossmade GmbH & Co. KG
2401,Jürgen Schönsteiner
2402,Karolina Schön
2403,Manfred Bock
2404,Lukas Wurm
2405,Susanne Gigler
2406,EDEKA & Tankstelle Welter
2407,Autohaus Kurt Biller e.K.
2408,Schlossgasthof Rösch
2409,Stefan Schmid
2410,Christoph Schiedermeier
2411,Andreas Vogl
2412,Bayerwald-Leasing GmbH
2413,Michael Fischer
2414,Stadt Seßlach
2415,Hundeschule Elke Kunz
2416,Thorsten Wifling
2417,SWN Stadtwerke Neustadt GmbH
2418,SWR Energie GmbH & Co. KG
2419,Daniel Kaiser
2420,Stadtwerke Bad Rodach
2421,Günter Schenck
2422,Thomas Schenck
2423,SB Handelsgesellschaft Nordbayern-Sachsen-Thüringen mbH
2424,Holzmanufaktur Marcus Riedel GmbH
2425,MOM VV GmbH
2426,Karwendelstrasse Betriebsgesellschaft mbH
2427,Stadtwerke Dachau
2428,Stadtwerke Fürstenfeldbruck GmbH
2429,Volksbank Raiffeisenbank Dachau eG
2430,Matthias Vogl
2431,Auto Stock GmbH & Co.KG
2432,Volker Wenzel
2433,Carsten Jorns
2434,Hendrik Höink
2435,Wohnmobilvermietung Haug
2436,EDEKA Handelsgesellschaft Südbayern mbH
2437,Roland Ostermair
2438,Kloiber GmbH
2439,camLine Holding AG
2440,Hotel Poellners
2441,Robert Strunz
2442,AMAN GmbH
2443,Gemeinde Weichs
2444,E-Werke Haniel Haimhausen GmbH & Co. KG
2445,Markus Herb
2446,Rudolf Kuhn
2447,Taxi Zillner
2448,Stadtwerke Plattling
2449,AVP Sportwagen GmbH
2450,Stadtwerke Deggendorf GmbH
2451,Gemeindliche Werke Hengersberg
2452,DS EMOVA GmbH
2453,Christine Stach
2454,Kraus Erwin
2455,Nerlich & Lesser KG
2456,Andreas Hötzinger
2457,Bauer Oele GmbH
2458,Max Salmannsberger GmbH
2459,Bernhard Mayer
2460,Roland  Stieglmeier-Maidl
2461,Ansgar  Schwaiger
2462,Wilhelm Mayer
2463,Autohaus Krammer GmbH
2464,Autohaus Biller GmbH & Co.KG
2465,Reifen Bernauer GmbH
2466,Stefan Grübl
2467,Angie Energy
2468,Gerhard Graßl
2469,Josef Steinberger GmbH
2470,Peter und Annette Müller
2471,SC Verwaltungs GmbH & Co. KG
2472,Windorfer Energie GmbH
2473,Arco
2474,Dieter Schopf
2475,Helmut Stoiber Wasserkraft 2
2476,Georg Häring
2477,Gertrud Kerscher
2478,Autohaus Ohnheiser GmbH & Co. KG
2479,Autohaus Langer GmbH & Co. KG
2480,Rössler Wohnbau GmbH
2481,Donau-Stadtwerke Dillingen-Lauingen
2482,VR-Bank Donau-Mindel eG
2483,Ella Anatoliewna Haiduk
2484,hw Wenisch Haustechnik GmbH&Co.KG
2485,Jurij Steiner
2486,Martin Rauschmair
2487,Golfclub Dillingen Nusser-Alm GmbH
2488,Auto König GmbH & Co. KG
2489,Gerd Wille
2490,Waldverwaltung Willer
2491,Kurt Liebrucks Einzelfirma
2492,Stadtwerke Dingolfing GmbH
2493,Daniel Dubinin
2494,Ralf Blohmann
2495,Stefan Hecht
2496,Daniel Schaffer
2497,Gerhard Denk
2498,Johann Emer
2499,Werner Gaßner
2500,RDR Solartechnik GbR
2501,BürgerEnergie Niederbayern eG
2502,Josef Engber
2503,EW-Schmid GmbH
2504,Christian Kürmeier
2505,Horsch Leeb Applications Systems GmbH
2506,Beck Klaus
2507,Bayern-Park Freizeitparadies GmbH
2508,Jonathan Green
2509,DeineSonne
2510,Schmerbeck
2511,Limbrunner-Stoiber-Solar OHG
2512,HA Parkplatz 4 GmbH
2513,Gerald Bauer
2514,Parkhotel Donauwörth KG
2515,Celian Bauduin
2516,Auto König GmbH & Co.KG
2517,MvR Partnerschaft
2518,Abel+Ruf GmbH
2519,Fitnessclub ACTIVITA GmbH
2520,Johann Stiglmair
2521,Autohaus Karmann GmbH
2522,KW Möbel A. Karmann GmbH & Co. KG
2523,EW Wennenmühle Schörger GmbH & CO. KG
2524,Autohaus Leinfelder GmbH & Co. KG
2525,SCHIENERS Hotel & Apfelhof
2526,Stormgift (haftungsbeschränkt)
2527,Grenzebach Maschinenbau GmbH
2528,Michael Uhl
2529,Tycoon Waren- und Dienstleistungsvertriebssysteme OHG
2530,Timo Götzendörfer
2531,Florian Hiermeyer
2532,Landkreis Donau-Ries
2533,Erich Beck
2534,Hans Peter Range
2535,Jannis Schweier
2536,Miller Manfred
2537,Sonja Riefle - Landwirtschaftlicher Betrieb
2538,Dr. Andreas Wieser Consulting
2539,EBERwerk GmbH & Co. KG
2540,Autohaus Ebersberg GmbH & Co. KG
2541,Grill Gruppe GmbH & Co.KG
2542,Benedikt Mildner
2543,Christoph Settmacher
2544,Simon Klaffl
2545,Finanzamt Ebersberg
2546,Wochermaier u. Glas GmbH
2547,Wolfgang Wochermaier Besitzunternehmen e.K.
2548,Rothmoser GmbH & Co. KG
2549,Alxinger Bank
2550,Dieter Maier-Schneider
2551,Harald Hechler
2552,Luigi Patane
2553,Oliver Schlecht
2554,Marcus Schäfer
2555,Glasl's Landhotel
2556,Autohaus Richard Wagner GmbH
2557,Haushofer Energieanlagen KG
2558,Gut Sonnenhausen GmbH & Co KG
2559,Obermaier und Gerg Grundstücksverwaltung KG
2560,Autohaus W. Maier GmbH
2561,P.I.S. GmbH
2562,Metzgerei Manfred Obermaier
2563,Peter Ribinski
2564,W.  Frisch GmbH
2565,Karweina KG
2566,Stadtwerke Eichstätt Versorgungs-GmbH
2567,Harald Gulden
2568,Leonhard Frasl
2569,Automobile Seitz KG
2570,Josef Geyer e-mobil GmbH & Co. KG
2571,Automobilecenter Schmid GmbH
2572,Patrick Schwanengel
2573,foan GmbH
2574,VIOCON GmbH
2575,Sengl VV GmbH
2576,Bertrandt Ing.-Büro GmbH Ingolstadt
2577,ReiCharge Römerstraße
2578,Intergroup Business & Designhotel
2579,Kirschner Immobilien
2580,"Hotel Sonnenhang GmbH, Franz und Edeltraud Schöls"
2581,W. Landes KG
2582,HG GmbH
2583,Autohaus Rudzki GmbH
2584,P. u. M. Günter GbR
2585,Albert Polster
2586,Autohaus Busch GmbH
2587,Martin Stiegler
2588,Netter Metall- und Maschinenbau GmbH
2589,Sparkasse Ingolstadt Eichstätt
2590,Stefani Maschinenbau GmbH
2591,Gasthof Krone
2592,Irene Flieger
2593,BSI Branchen-Software GmbH
2594,ratioplan GmbH
2595,Sebastian Haarnagell
2596,Hotel & Apart4you GmbH
2597,Stadtwerke Dorfen GmbH
2598,Stefan Eder
2599,Ammer Personalmanagement GmbH
2600,Manfred Angermaier
2601,Marco Rettenberger
2602,Martin Mooser
2603,Silke Zuhr
2604,Auto Hofstätter e.k.
2605,Anton Kronseder e.K.
2606,Christine Queißer
2607,Baugenossenschaft Erding eG
2608,Parkhotel Erding GmbH
2609,Matthias Fein
2610,Auto-Nagel
2611,Sempt Nahenergie OHG
2612,Flughafen München GmbH
2613,Gemeinde Oberding
2614,E-Werk Schweiger oHG
2615,Golfclub München Eichenried GmbH & Co. KG
2616,Golfclub München Eichenried
2617,GROMES Kfz-Handels-GmbH
2618,Konrad Walluszik
2619,Steffen Schmitz
2620,Hans Maier Neufinsing GmbH
2621,Markus Müller
2622,Max Wittmann
2623,P&I Elektronik und Anlagenbau / Roland Köhler de Pellegrini
2624,Kochhaus Oskar
2625,International Wine Trade & Services
2626,Klaus Schoellhorn
2627,Pension RoBi GmbH
2628,Auto-Kofler GmbH
2629,Hotel- Gasthof Rotes Roß
2630,Cengiz Ketecioglu
2631,Herzo Energie GmbH
2632,PUMA SE
2633,Ulrike Broda
2634,WAS Servicezentrum GmbH
2635,Dirsch Haustechnik GmbH & Co. KG
2636,Matthias Geier-Bürsing
2637,"Städtisches Kommunalunternehmen, Anstalt d. öffentlichen Rechts der Stadt Baiersdorf"
2638,Autohaus Baumann GmbH
2639,Andreas Sel
2640,Günther Huber
2641,maz Erlangen GmbH
2642,Richard Mueller
2643,Rosi Wagner
2644,Energie-Beratung u -Simulation Adrian Kube
2645,Auto Zentrum Nürnberg-Feser GmbH
2646,Fristo SE
2647,Dominik Belzer
2648,HempAge AG
2649,Gemeindewerke Adelsdorf KU
2650,Gemeindliche Stromversorgung Röttenbach
2651,Autohaus Franz Lutz GmbH & Co. KG
2652,Dieter Göring
2653,Stadtwerke Ebermannstadt Versorgungsbetriebe GmbH
2654,Ingo Betz
2655,Familienhotel Friedrichshof GmbH
2656,Thomas Gügel
2657,KLF Karosserie und Lackzentrum Forchheim GmbH&Co.KG
2658,Autohaus Hartner GmbH
2659,Windpower Beteiligungs GmbH & Co. KG
2660,Benjamin Hebert
2661,Johannes Lange
2662,naturstrom AG
2663,Jürgen Miebs
2664,Gemeinde Heroldsbach - Regiebetrieb Stromversorgung
2665,Steffen Loos
2666,Sören Sprenger
2667,Stefan Croner
2668,Christian Stühler
2669,Matthias Matlachowski
2670,Walther Metzner Einzelfirma
2671,Alter Wirt e.K. Inhaber Bernhard Graf
2672,Bürger-Energie Genossenschaft Freisinger Land eG
2673,Elisabeth Schuster
2674,Helmut Lachermeier
2675,Freisinger Stadtwerke Versorgungs-GmbH
2676,Easy Energiedienste Sonnenkraft Freising GmbH
2677,Freisinger Bank eG
2678,Florian Kiefer
2679,Rainer Bögl
2680,Texas Instruments Deutschland GmbH
2681,BMW AG
2682,Eduard Wiesheu
2683,Autohaus Ernst Kirschner GmbH & Co. KG
2684,Samir  Tairou
2685,Josef Heise
2686,Autohaus Braun GmbH
2687,Hotel Landgasthof Hofmeier
2688,Josef Schuhmann
2689,Michael  Graßl
2690,Autohaus Hartl
2691,Janosch Jocher
2692,Gemeinde Hallbergmoos
2693,Albatros Multi Tenant S.á r.l c/o NAS Real Süd West GmbH
2694,Christoph Weiß
2695,Dr. Bertram Hock
2696,Alte Hausbrennerei Penninger GmbH
2697,Johann Garhammer OHG
2698,Auto Färber GmbH
2699,Autohaus Michael Krammer GmbH
2700,computer weishäupl
2701,Markus Heim
2702,Denk GmbH
2703,Frieda Schmid
2704,Friedrich Haselbeck
2705,Autohaus Richard Hable e.K.
2706,Josef Windorfer
2707,Auto Röhr Grafenau Ndl. d. Erich Röhr GmbH & Co. KG
2708,Thomas Ranzinger
2709,Schreinerhof Betriebs GmbH
2710,Michael Krammer
2711,Kfz Handel Einzelunternehmen
2712,Daniel  Kremser
2713,Gästehaus Einberger
2714,Michael Ehrnböck
2715,Autohaus Haas GmbH & Co. KG
2716,Stadtwerke Olching GmbH
2717,KommEnergieGmbH
2718,Holger Baack
2719,Johann Hainzinger Photovoltaik
2720,Erfurt emobility UG
2721,Günter Glauber
2722,Jörg Große-Dunker
2723,Marius Heselhaus
2724,Christian Claas
2725,Jens Wolf
2726,Denny Herbke Einzelunternehmen
2727,Sven Ullrich
2728,Sparkasse Fürstenfeldbruck AdöR
2729,Andreas Täuber
2730,Bügelservice FFB
2731,Autohaus Knoller GmbH & Co.KG
2732,Christian Hauschild
2733,IWV Süd GmbH & Co.KG
2734,Willi Fritz
2735,Gemeinde Kottgeisering
2736,Tim Belzner
2737,Markus Stumbaum
2738,Indigo8 GmbH
2739,Stadtwerke Zirndorf GmbH
2740,Brigitte Karolina Elert
2741,Christian Deuerlein
2742,Tim Parth
2743,Hotel Reubel
2744,Magnus Faber
2745,Bürgerkraftwerke Stein GmbH
2746,Fa. Elisabeth Schubert
2747,A.W. Faber-Castell Vertrieb GmbH
2748,Gemeindewerke Cadolzburg
2749,Feser Cadolzburg GmbH
2750,Stadtwerke Langenzenn Eigenbetrieb
2751,"Peter GmbH, Landhotel u. Gasthof Seerose"
2752,Ralf-M. Schindler-Renck
2753,Rottler und Rüdiger und Partner GmbH
2754,Autohaus Leitzmann
2755,Thomas Reger
2756,"Christl Wolfgang, Einzelunternehmen"
2757,Wolfgang Christl - Einzelunternehmen
2758,Markt Wilhermsdorf
2759,Karolina Beiler
2760,Sebastian Rauscher
2761,Huber Haustechnik GmbH
2762,Gemeindewerke Murnau
2763,Autohaus Ortner GmbH & Co. KG
2764,Elektrizitätsgenossenschaft Ohlstadt  eG
2765,VSP 28 GmbH & Co. KG
2766,Gästehaus Maria
2767,Elektro-und Solartechnik Mittermeier GmbH
2768,"Gemeindewerke Garmisch-Partenkirchen, KU"
2769,Riessersee-Hotel Betriebsgesellschaft mbH
2770,Gasthof Fraundorfer GmbH
2771,Heitz GmbH & Co. KG
2772,Leuthner oHG
2773,KEW Karwendel Energie & Wasser GmbH
2774,Autohaus Witting & Söhne GmbH & Co. KG
2775,Post Hotel Mittenwald
2776,Gemeinde Mittenwald
2777,Kraftwerk Farchant A. Poettinger & Co. KG8
2778,Autohaus Widmann & Winterholler GmbH
2779,Messtechnik Gengenbach
2780,Heitz Sportwagen GmbH
2781,Schloss Elmau GmbH & Co. KG
2782,Gemeinde Krün
2783,Stefan Muth
2784,Gemeinde Wallgau
2785,Kling Consult GmbH
2786,Autohaus Schwehr GmbH & Co. KG
2787,Autohaus Furmanek
2788,Wilhelm Schafnitzel Einzelunternehmen
2789,Geologische Felduntersuchungen
2790,ASG Bauzentrum Albert Schäffer GmbH&Co.KG
2791,Autohaus Jeckle GmbH
2792,Markus Stoll
2793,Brandner KG
2794,Schreinerei Berger
2795,Rainer Linder
2796,Wolfram Bock
2797,spengler elektro GmbH
2798,Autohaus Scheel GmbH
2799,Walter GmbH & Co. KG
2800,Arbeitsschutz-Express GmbH
2801,Schlachter Grundstücks & Immobilien GmbH & Co. KG
2802,Stephan Kempfle
2803,Wall Manfred
2804,Thomas Weikert Einzelunternehmer
2805,Autohaus Köpf GmbH
2806,Christian  Wagner
2807,Gasthof Frankenstuben
2808,Gutshof Andres
2809,Kfz-Service Dürr GmbH & Co. KG
2810,Christian Schwenk
2811,Michael Thomas
2812,Öffentliche Ladestation Pension Mia Bella
2813,Stadtwerk Haßfurt GmbH
2814,FTF Management GmbH
2815,Robert Schnaus
2816,Matthias Jung
2817,Markt Burgpreppach
2818,Krisztian Fülöp
2819,Sergius Scher
2820,Dötsch Elektromaschinen Elektrotechnik GmbH
2821,Bernd Hüttel
2822,Autohaus Räthel GmbH
2823,IST EnergiePlan GmbH
2824,Markus Wich Malerfachbetrieb
2825,Steve Nicksteit
2826,Fritz Hermann Grimm
2827,EMS Münchberg und Schwarzenbach Saale GmbH & Co.KG
2828,Autohaus Fischer GmbH (Münchberg)
2829,AutoForum Münchberg GmbH
2830,Autohaus Schnurrer GmbH
2831,Licht- und Kraftwerke Helmbrechts GmbH
2832,RAUMEDIC AG
2833,Antje Schobert
2834,FW-Glas GmbH
2835,Autohaus Hans Schneider e.K.
2836,Donat Horn
2837,Auto Köhler GmbH & Co. KG
2838,Erich Puls e.K.
2839,Abens-Donau Energie GmbH
2840,Martin Scheugenpflug
2841,Robert Beck
2842,Franz Schweiger
2843,PV Dietzel GbR
2844,Guido Haneschka
2845,Helmut Grunst
2846,STADTWERKE KELHEIM GmbH & Co KG
2847,Auto Baumer oHG
2848,Brauerei zum Kuchlbauer GmbH & Co. KG
2849,Autohaus Baumer Abensberg GmbH & Co. KG
2850,Stadt Abensberg
2851,AMSC Stocker GmbH
2852,Autohaus Stauner GMBH
2853,GfM-Trend Möbeleinkaufsverbund
2854,KFZ-Reifen- und Teilehandel
2855,Christoph Schmid
2856,Autohaus Wiedmann GmbH
2857,Schneider Hotel & Brauereigasthof GmbH
2858,Christoph Müller
2859,Ingo Ulmer
2860,Autohaus Nachtmann OHG
2861,Christoph Pleyer
2862,Maier Wolfgang
2863,Bernhard Spornraft
2864,Jens Parniske
2865,Albert Auburger
2866,Auto Hirsch Einzelunternehmen
2867,Anton Atzenbeck
2868,Autohaus Pohr
2869,"Ing,-Büro Reinhold Kern -Freiberufler"
2870,LKW Kitzingen GmbH
2871,Spindler Kitzingen | Volkswagen
2872,Detlev  Gissat
2873,Blumquadrat GmbH
2874,INNOPARK Kitzingen GmbHFrank
2875,Richthofen-Circle GmbH
2876,Sebastian Blasinger
2877,Tanja Zierhut
2878,Knauf Gips KG
2879,Landratsamt Kitzingen
2880,Campingplatz Escherndorf GmbH
2881,Kinderwelt Bambini II GmbH
2882,Fa. Weigand GmbH & Co. KG
2883,Patrick Stein
2884,Tief-Dörfler Automotive GmbH
2885,Mainfranken Motel Marktsteft
2886,Elektrizitätswerk Mainbernheim GmbH
2887,Bettina Pröschel
2888,Wolfgang Schlegelmilch
2889,Gerhard Brunner
2890,Freihof Prichsenstadt GmbH
2891,Hotel Wasserschloß K.Bär und C.Bethke oHG
2892,Horst Hanna
2893,Autohaus Max Schultz GmbH & Co. KG
2894,Autohaus Vetter  Vertriebsgesellschaft mbH
2895,BRK Kreisverband Kronach KdöR
2896,Katrin Schubert
2897,innoSUST GmbH
2898,Autohaus Vetter Pressig
2899,Markus Ziereis
2900,Tobias Fischer
2901,Florian Fößel
2902,Gasthof Roseneck
2903,Horst Simon
2904,Frank Wich
2905,HEINZ GLAS GmbH & Co. KGaA
2906,Swen Neubauer
2907,HOTEL PURUCKER
2908,Andre Huber
2909,Bär Vertriebs GmbH
2910,Armin Kreutzer
2911,Bjoern Wuest
2912,Melanie Frenzel
2913,Sebastian Herbig
2914,Ruth Walser
2915,HELMER GMBH
2916,Autohaus Schaller GmbH
2917,Autohaus Huttner GmbH
2918,Christian Reuter
2919,Heiko Duwensee
2920,Armin Knie
2921,Autohaus Schürer GmbH & Co.KG
2922,lade-plus GmbH
2923,Ökostrom24 GmbH
2924,Falk Jentzsch
2925,Ferdinand Freer
2926,Michael Antonitsch
2927,Volta Charging Germany GmbH
2928,Autohaus Ressle e.K.
2929,Hymes Energy GmbH
2930,LL Energy Solutions
2931,Clara Marie Sievers
2932,ZeSec Solution
2933,AVP Sportwagen GmbH Landshut
2934,Überlandzentrale Wörth/Isar Altheim Netz AG
2935,Sonnenschein PV
2936,Claudia Ullmann
2937,Josef Fink
2938,Martin Fink
2939,Grosserhof Franz Grosser Einzelunternehmen
2940,Udo Ottl
2941,Stefan Isaak
2942,Wolfgang Will
2943,Werner Neumann
2944,Manfred Bauer
2945,Raphael Kohrs
2946,Michael Hanglberger
2947,Roland Kollmeder
2948,BEU GmbH & Co. KG
2949,MarioLoew
2950,Daniel Biller
2951,Stefan Stadler
2952,Michael Jonietz
2953,Pöhler Thomas
2954,SoLaR GmbH
2955,Karin  Kindsmüller
2956,Bernhard Steinlehner
2957,Christian Meier
2958,Fachfußpflege Zinner
2959,VSB Förster GmbH
2960,Stadtwerke Vilsbiburg (Eigenbetrieb)
2961,Stefan Tremmel
2962,Vögl GmbH & Co. Vilsbiburg KG
2963,Alois Scheidhammer EU
2964,Patrick Lehrhuber
2965,Riccardo Fröhlich
2966,Zehetbauer Annemarie
2967,Tobias Holtkotten
2968,Maier Kältetechnik
2969,Alfred Scheidhammer
2970,Christian Zinkl
2971,Christian Riebesecker
2972,Cindy  Koch
2973,Gemeinde Buch a.Erlbach
2974,Autohaus Sedlmaier GmbH & Co. KG
2975,Thomas Knyrim
2976,capusan architektur
2977,Stadtwerke Lichtenfels
2978,Sparkasse Coburg - Lichtenfels AdöR
2979,G&S Automobile GmbH
2980,Fußballgolf Obermain
2981,Mühlenhofbäckerei Dinkel
2982,Amelie Kölln
2983,Klaudia Hellmuth
2984,Hans Ender e.K.
2985,LM-Electronic e.K
2986,MTW Michel CNC Zerspanung Industrieservice
2987,Natur-Landhaus Krone
2988,Johannes Reich
2989,Weißachtal-Kraftwerke eG
2990,Autohaus Feinaigle e.K.
2991,TANNENHOF Sport & Spa GmbH & Co. KG
2992,Elektro Mühlbauer GmbH
2993,Energieversorgung Lohr-Karlstadt u. Umgebung GmbH & Co. KG
2994,Dominik Schmitt
2995,Klaus Schmitt
2996,Schneider Beteiligungs mbH
2997,Kristina Ackermann
2998,Gumpp - Energie GmbH & Co. KG
2999,Autohaus Gemünden GmbH
3000,Schneider GmbH
3001,Fahrschule Breitenbach
3002,Susanne Goldberg
3003,Peter Grampp GmbH & Co. KG
3004,Lummel Solar GbR
3005,Autohaus Fuchs e.K.
3006,Blumen Hamberger OHG
3007,"Hotel, Josef Deppisch KG"
3008,Alexander Schneider
3009,Cirino Magnano
3010,Markt Triefenstein
3011,Joachim Sendelbach
3012,Michael Stenger Einzelfirma
3013,Gemeindewerke Holzkirchen GmbH
3014,Hans Steingraber GmbH & Co. KG
3015,Autohaus Fellner GmbH & Co. KG
3016,IB NEWS GmbH
3017,Thomas Jacob
3018,Temes Engineering GmbH
3019,data M Sheet Metal Solutions GmbH
3020,Medizinpark Valley Immobilien GmbH
3021,Barbara  Staudinger
3022,Alter Wirt Weyarn Hotel und Gaststätten Betriebs GmbHmeyer@a
3023,niebo-energy
3024,Kilian Westner
3025,Rudolf Huber
3026,Elektrizitätswerk Tegernsee Vertriebs- und Service-KG
3027,Autohaus Weingärtner Miesbach GmbH & Co.KG
3028,Heizung Sanitär
3029,Landhaus Wiesner (Einzelunternehmung)
3030,Büttenpapierfabrik Gmund GmbH und Co. KG
3031,AUTOHAUS LECHNER
3032,Landhaus St. Georg Hotelbetriebs GmbH
3033,Hotel Villa Lago
3034,Hotel Terrassenhof GmbH
3035,Hotel Alpenhof Bad Wiessee GmbH
3036,Autohaus Kathan GmbH
3037,Naturkäserei Tegernseer Land
3038,Johann Hofer - Hofer Technologie
3039,Sparkasse Miesbach-Tegernsee AdÖR
3040,Elektro Mader GmbH Co KG
3041,Marinus Ausfelder
3042,Andreas Schmeller
3043,Gasthof Mairhofer
3044,Sportalm Shop und Verleih
3045,Metzgerei Linderer Einzelunternehmen
3046,Andreas Riedl
3047,Autohaus Seitz GmbH - Obernburg
3048,EZV Energie- und Service GmbH & Co. KG Untermain
3049,Heiko Oberle
3050,Marco Gräber
3051,AB Informationstechnologie GmbH
3052,Berit Lang
3053,Bretz & Hufer Gebäudesystemtechnik GmbH
3054,Raiffeisen-Volksbank Aschaffenburg eG
3055,Landgasthof und Pension Grüner Baum
3056,Gebietskörperschaft
3057,EMB Energieversorgung Miltenberg - Bürgstadt GmbH & Co. KG
3058,Sparkasse Aschaffenburg Miltenberg AdöR
3059,Alois Ullrich GmbH - Mercedes
3060,Peter Park System GmbH
3061,Mainsite GmbH & Co. KG
3062,Druck-Werk GmbH
3063,Auto Schenk GmbH
3064,Wirl Rental GmbH
3065,Benjamin Verhoeven
3066,Autohaus Link GmbH
3067,RTA-Kon GmbH
3068,Jochen Kunkel
3069,Autohaus Berres-Hirsch GmbH
3070,MTV Förster GmbH & Co. KG
3071,Autohaus Haag - Zweigniederl. der Autohaus Ebersberg GmbH
3072,Hans Urban Photovoltaik
3073,Dact Beteiligung AG
3074,SSL Energie GmbH
3075,"Ingenieurbüro für Elektronik,Informatik,Baubiologie&Scaling"
3076,Gemeinde Rechtmehring
3077,Thomas Spiegelmeier
3078,Ingenieurbüro Gumminger
3079,Kfz Meisterbetrieb Vielhauer Einzellunternehmen
3080,Westenthanner Energieversorgung GmbH
3081,Hotel Renner
3082,AVHz GmbH
3083,Praxis für Kieferorthopädie Dr. Maier
3084,Kino Mühldorf GmbH
3085,Byodo Naturkost GmbH
3086,Autohaus Oelmaier GmbH
3087,Stadtwerke Waldkraiburg GmbH
3088,Autohaus Langlinderer e. K.
3089,Pascal Griebl
3090,Florian Bauer
3091,Stephan  Bauer
3092,Stadt Töging a. Inn
3093,Stadler Fenster und Türen GmbH
3094,Roman Maier
3095,Kfz Meisterbetrieb Duran (Einzellunternehmer)
3096,Mathias Dietel
3097,Thomas Steinberger
3098,Gemeinde Oberbergkirchen
3099,Anton Gründl
3100,Jürgen Hölzlhammer
3101,Gemeinde Schönberg
3102,Geothermie Unterhaching Produktions-GmbH & Co. KG
3103,Gemeinde Unterhaching
3104,Stoffels Tankstellenbetrieb
